candidate_id,patches_per_side,patch_size,num_patches,tokens,hidden,heads,depth,mlp_ratio,mlp_hidden,parameters,parameters_M,fp32_weight_MB,int8_weight_MB,FLOPs,MFLOPs,peak_activation_KB,peak_activation_MB,attention_peak_KB,mlp_peak_KB,memory_feasible,memory_utilization_%,memory_margin_KB,capacity_density
C088,4,8,16,17,192,2,5,2,384,1527946,1.527946,5.828651428222656,1.457162857055664,54107378,54.107378,68.265625,0.0666656494140625,68.265625,51.0,True,26.666259765625,187.734375,35.484994301516515
C089,4,8,16,17,192,4,2,1,192,489034,0.489034,1.8655166625976562,0.46637916564941406,17103784,17.103784,72.78125,0.071075439453125,72.78125,38.25,True,28.43017578125,183.21875,22.451172208442294
C090,4,8,16,17,192,4,2,2,384,636874,0.636874,2.4294815063476562,0.6073703765869141,22378408,22.378408,72.78125,0.071075439453125,72.78125,51.0,True,28.43017578125,183.21875,34.31879515289917
C091,4,8,16,17,192,4,3,1,192,712138,0.712138,2.7165908813476562,0.6791477203369141,25047612,25.047612,72.78125,0.071075439453125,72.78125,38.25,True,28.43017578125,183.21875,22.996204189046043
C092,4,8,16,17,192,4,3,2,384,933898,0.933898,3.5625381469726562,0.8906345367431641,32959548,32.959548,72.78125,0.071075439453125,72.78125,51.0,True,28.43017578125,183.21875,34.95193562727256
C093,4,8,16,17,192,4,4,1,192,935242,0.935242,3.5676651000976562,0.8919162750244141,32991440,32.99144,72.78125,0.071075439453125,72.78125,38.25,True,28.43017578125,183.21875,23.27876564345176
C094,4,8,16,17,192,4,4,2,384,1230922,1.230922,4.695594787597656,1.173898696899414,43540688,43.540688,72.78125,0.071075439453125,72.78125,51.0,True,28.43017578125,183.21875,35.27734793717545
C095,4,8,16,17,192,4,5,1,192,1158346,1.158346,4.418739318847656,1.104684829711914,40935268,40.935268,72.78125,0.071075439453125,72.78125,38.25,True,28.43017578125,183.21875,23.45166031403532
C096,4,8,16,17,192,4,5,2,384,1527946,1.527946,5.828651428222656,1.457162857055664,54121828,54.121828,72.78125,0.071075439453125,72.78125,51.0,True,28.43017578125,183.21875,35.47552015427121
C097,4,8,16,17,192,8,2,1,192,489034,0.489034,1.8655166625976562,0.46637916564941406,17115344,17.115344,81.8125,0.07989501953125,81.8125,38.25,True,31.9580078125,174.1875,22.436008297583736
C098,4,8,16,17,192,8,2,2,384,636874,0.636874,2.4294815063476562,0.6073703765869141,22389968,22.389968,81.8125,0.07989501953125,81.8125,51.0,True,31.9580078125,174.1875,34.301076267728476
C099,4,8,16,17,192,8,3,1,192,712138,0.712138,2.7165908813476562,0.6791477203369141,25064952,25.064952,81.8125,0.07989501953125,81.8125,38.25,True,31.9580078125,174.1875,22.98029535424604
C100,4,8,16,17,192,8,3,2,384,933898,0.933898,3.5625381469726562,0.8906345367431641,32976888,32.976888,81.8125,0.07989501953125,81.8125,51.0,True,31.9580078125,174.1875,34.9335571021741
C101,4,8,16,17,192,8,4,1,192,935242,0.935242,3.5676651000976562,0.8919162750244141,33014560,33.01456,81.8125,0.07989501953125,81.8125,38.25,True,31.9580078125,174.1875,23.2624635918213
C102,4,8,16,17,192,8,4,2,384,1230922,1.230922,4.695594787597656,1.173898696899414,43563808,43.563808,81.8125,0.07989501953125,81.8125,51.0,True,31.9580078125,174.1875,35.25862569222598
C103,4,8,16,17,192,8,5,1,192,1158346,1.158346,4.418739318847656,1.104684829711914,40964168,40.964168,81.8125,0.07989501953125,81.8125,38.25,True,31.9580078125,174.1875,23.435115293932004
C104,4,8,16,17,192,8,5,2,384,1527946,1.527946,5.828651428222656,1.457162857055664,54150728,54.150728,81.8125,0.07989501953125,81.8125,51.0,True,31.9580078125,174.1875,35.45658702870994
C105,4,8,16,17,192,12,2,1,192,489034,0.489034,1.8655166625976562,0.46637916564941406,17126904,17.126904,90.84375,0.088714599609375,90.84375,38.25,True,35.48583984375,165.15625,22.42086485683577
C106,4,8,16,17,192,12,2,2,384,636874,0.636874,2.4294815063476562,0.6073703765869141,22401528,22.401528,90.84375,0.088714599609375,90.84375,51.0,True,35.48583984375,165.15625,34.2833756697311
C107,4,8,16,17,192,12,3,1,192,712138,0.712138,2.7165908813476562,0.6791477203369141,25082292,25.082292,90.84375,0.088714599609375,90.84375,38.25,True,35.48583984375,165.15625,22.96440851577679
C108,4,8,16,17,192,12,3,2,384,933898,0.933898,3.5625381469726562,0.8906345367431641,32994228,32.994228,90.84375,0.088714599609375,90.84375,51.0,True,35.48583984375,165.15625,34.91519789461357
C109,4,8,16,17,192,12,4,1,192,935242,0.935242,3.5676651000976562,0.8919162750244141,33037680,33.03768,90.84375,0.088714599609375,90.84375,38.25,True,35.48583984375,165.15625,23.24618435677081
C110,4,8,16,17,192,12,4,2,384,1230922,1.230922,4.695594787597656,1.173898696899414,43586928,43.586928,90.84375,0.088714599609375,90.84375,51.0,True,35.48583984375,165.15625,35.2399233091169
C111,4,8,16,17,192,12,5,1,192,1158346,1.158346,4.418739318847656,1.104684829711914,40993068,40.993068,90.84375,0.088714599609375,90.84375,38.25,True,35.48583984375,165.15625,23.418593602215868
C112,4,8,16,17,192,12,5,2,384,1527946,1.527946,5.828651428222656,1.457162857055664,54179628,54.179628,90.84375,0.088714599609375,90.84375,51.0,True,35.48583984375,165.15625,35.43767410141687
C113,4,8,16,17,256,2,2,1,256,848650,0.84865,3.2373428344726562,0.8093357086181641,29480084,29.480084,89.515625,0.0874176025390625,89.515625,51.0,True,34.967041015625,166.484375,17.367657432726446
C114,4,8,16,17,256,2,2,2,512,1111306,1.111306,4.239295959472656,1.059823989868164,38741140,38.74114,89.515625,0.0874176025390625,89.515625,68.0,True,34.967041015625,166.484375,26.43184996621163
C115,4,8,16,17,256,2,3,1,256,1244426,1.244426,4.747108459472656,1.186777114868164,43409374,43.409374,89.515625,0.0874176025390625,89.515625,51.0,True,34.967041015625,166.484375,17.69203121887913
C116,4,8,16,17,256,2,3,2,512,1638410,1.63841,6.250038146972656,1.562509536743164,57300958,57.300958,89.515625,0.0874176025390625,89.515625,68.0,True,34.967041015625,166.484375,26.805834555157002
C117,4,8,16,17,256,2,4,1,256,1640202,1.640202,6.256874084472656,1.564218521118164,57338664,57.338664,89.515625,0.0874176025390625,89.515625,51.0,True,34.967041015625,166.484375,17.85880466276647
C118,4,8,16,17,256,2,4,2,512,2165514,2.165514,8.260780334472656,2.065195083618164,75860776,75.860776,89.515625,0.0874176025390625,89.515625,68.0,True,34.967041015625,166.484375,26.99682376041078
C119,4,8,16,17,256,2,5,1,256,2035978,2.035978,7.766639709472656,1.941659927368164,71267954,71.267954,89.515625,0.0874176025390625,89.515625,51.0,True,34.967041015625,166.484375,17.96038651537548
C120,4,8,16,17,256,2,5,2,512,2692618,2.692618,10.271522521972656,2.567880630493164,94420594,94.420594,89.515625,0.0874176025390625,89.515625,68.0,True,34.967041015625,166.484375,27.112729242097334
C121,4,8,16,17,256,4,2,1,256,848650,0.84865,3.2373428344726562,0.8093357086181641,29485864,29.485864,94.03125,0.091827392578125,94.03125,51.0,True,36.73095703125,161.96875,17.36425291794061
C122,4,8,16,17,256,4,2,2,512,1111306,1.111306,4.239295959472656,1.059823989868164,38746920,38.74692,94.03125,0.091827392578125,94.03125,68.0,True,36.73095703125,161.96875,26.427907043966332
C123,4,8,16,17,256,4,3,1,256,1244426,1.244426,4.747108459472656,1.186777114868164,43418044,43.418044,94.03125,0.091827392578125,94.03125,51.0,True,36.73095703125,161.96875,17.688498357963798
C124,4,8,16,17,256,4,3,2,512,1638410,1.63841,6.250038146972656,1.562509536743164,57309628,57.309628,94.03125,0.091827392578125,94.03125,68.0,True,36.73095703125,161.96875,26.801779275203113
C125,4,8,16,17,256,4,4,1,256,1640202,1.640202,6.256874084472656,1.564218521118164,57350224,57.350224,94.03125,0.091827392578125,94.03125,51.0,True,36.73095703125,161.96875,17.85520488987105
C126,4,8,16,17,256,4,4,2,512,2165514,2.165514,8.260780334472656,2.065195083618164,75872336,75.872336,94.03125,0.091827392578125,94.03125,68.0,True,36.73095703125,161.96875,26.9927104920033
C127,4,8,16,17,256,4,5,1,256,2035978,2.035978,7.766639709472656,1.941659927368164,71282404,71.282404,94.03125,0.091827392578125,94.03125,51.0,True,36.73095703125,161.96875,17.956745678779296
C128,4,8,16,17,256,4,5,2,512,2692618,2.692618,10.271522521972656,2.567880630493164,94435044,94.435044,94.03125,0.091827392578125,94.03125,68.0,True,36.73095703125,161.96875,27.10858058159003
C129,4,8,16,17,256,8,2,1,256,848650,0.84865,3.2373428344726562,0.8093357086181641,29497424,29.497424,103.0625,0.10064697265625,103.0625,51.0,True,40.2587890625,152.9375,17.357447891042963
C130,4,8,16,17,256,8,2,2,512,1111306,1.111306,4.239295959472656,1.059823989868164,38758480,38.75848,103.0625,0.10064697265625,103.0625,68.0,True,40.2587890625,152.9375,26.420024727491896
C131,4,8,16,17,256,8,3,1,256,1244426,1.244426,4.747108459472656,1.186777114868164,43435384,43.435384,103.0625,0.10064697265625,103.0625,51.0,True,40.2587890625,152.9375,17.681436867232485
C132,4,8,16,17,256,8,3,2,512,1638410,1.63841,6.250038146972656,1.562509536743164,57326968,57.326968,103.0625,0.10064697265625,103.0625,68.0,True,40.2587890625,152.9375,26.793672395163128
C133,4,8,16,17,256,8,4,1,256,1640202,1.640202,6.256874084472656,1.564218521118164,57373344,57.373344,103.0625,0.10064697265625,103.0625,51.0,True,40.2587890625,152.9375,17.848009695931268
