candidate_id,patches_per_side,patch_size,num_patches,tokens,hidden,heads,depth,mlp_ratio,mlp_hidden,parameters,parameters_M,fp32_weight_MB,int8_weight_MB,FLOPs,MFLOPs,peak_activation_KB,peak_activation_MB,attention_peak_KB,mlp_peak_KB,memory_feasible,memory_utilization_%,memory_margin_KB,capacity_density,target_distance
C073,4,8,16,17,128,8,2,1,128,227722,0.227722,0.8686904907226562,0.21717262268066406,8075600,8.0756,60.5625,0.05914306640625,60.5625,25.5,True,23.6572265625,195.4375,31.700430927732924,3.4375
C121,4,8,16,17,256,4,2,1,256,848650,0.84865,3.2373428344726562,0.8093357086181641,29485864,29.485864,94.03125,0.091827392578125,94.03125,51.0,True,36.73095703125,161.96875,17.36425291794061,1.96875
C137,4,8,16,17,384,2,2,1,384,1862794,1.862794,7.105995178222656,1.776498794555664,64271252,64.271252,132.015625,0.1289215087890625,132.015625,76.5,True,51.568603515625,123.984375,11.949354899761405,4.015625
C161,4,8,16,17,384,12,2,1,384,1862794,1.862794,7.105995178222656,1.776498794555664,64300152,64.300152,154.59375,0.150970458984375,154.59375,76.5,True,60.38818359375,101.40625,11.943984207066883,5.40625
C193,8,4,64,65,96,2,2,1,96,124714,0.124714,0.47574615478515625,0.11893653869628906,19109204,19.109204,187.890625,0.1834869384765625,187.890625,73.125,True,73.394775390625,68.109375,10.04751427636651,4.109375
C225,8,4,64,65,128,2,2,1,128,215434,0.215434,0.8218154907226562,0.20545387268066406,31840532,31.840532,228.515625,0.2231597900390625,228.515625,97.5,True,89.263916015625,27.484375,8.040066667227796,4.515625
C226,8,4,64,65,128,2,2,2,256,281226,0.281226,1.0727920532226562,0.26819801330566406,41025812,41.025812,228.515625,0.2231597900390625,228.515625,130.0,True,89.263916015625,27.484375,12.479947989816752,11.484375
C201,8,4,64,65,96,4,2,1,96,124714,0.124714,0.47574615478515625,0.11893653869628906,19193704,19.193704,253.90625,0.247955322265625,253.90625,73.125,True,99.18212890625,2.09375,10.003280242312792,2.09375
